slug,set,kind,external_i,name,display_na,sqmi,type,name_1,tempmean,tempmedian,tempstdev,ndvimean,ndvimedian,ndvistdev
la-canada-flintridge,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),la-canada-flintridge,La Canada Flintridge,La Canada Flintridge L.A. County Neighborhood (V5),8.60460339,standalone-city,,33.20445619,33.39528275,2.081230124,0.202915765,0.20281738,0.065240392
la-crescenta-montrose,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),la-crescenta-montrose,La Crescenta-Montrose,La Crescenta-Montrose L.A. County Neighborhood (V5),3.426444172,unincorporated-area,,35.19250544,35.53015137,2.185464534,0.163126339,0.165527344,0.058357055
ladera-heights,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),ladera-heights,Ladera Heights,Ladera Heights L.A. County Neighborhood (V5),2.939737636,unincorporated-area,,34.86354201,35.24142456,1.583420081,0.139126037,0.127762467,0.064806152
la-habra-heights,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),la-habra-heights,La Habra Heights,La Habra Heights L.A. County Neighborhood (V5),6.227265925,standalone-city,,33.93159386,33.9318161,1.641739075,0.211216106,0.203241006,0.067810121
lake-balboa,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),lake-balboa,Lake Balboa,Lake Balboa L.A. County Neighborhood (V5),3.125854296,segment-of-a-city,,39.47529969,39.45975876,0.929317916,0.149462895,0.150536045,0.054953559
lake-hughes,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),lake-hughes,Lake Hughes,Lake Hughes L.A. County Neighborhood (V5),9.384030521,unincorporated-area,,38.96536387,39.09033203,3.180505271,0.189386305,0.182254195,0.043145287
lake-los-angeles,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),lake-los-angeles,Lake Los Angeles,Lake Los Angeles L.A. County Neighborhood (V5),6.958198095,unincorporated-area,,43.3059856,43.4659996,1.031305835,0.106045364,0.097255148,0.038139925
lake-view-terrace,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),lake-view-terrace,Lake View Terrace,Lake View Terrace L.A. County Neighborhood (V5),4.231046636,segment-of-a-city,,39.69830569,39.61232376,1.888010915,0.138098534,0.138842866,0.040787328
lakewood,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),lakewood,Lakewood,Lakewood L.A. County Neighborhood (V5),9.512487009,standalone-city,,36.0634842,36.22959518,1.179259601,0.142076107,0.136094674,0.070666892
la-mirada,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),la-mirada,La Mirada,La Mirada L.A. County Neighborhood (V5),7.841249794,standalone-city,,36.97592021,37.27927017,1.889045976,0.135694799,0.130065829,0.082554756
lancaster,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),lancaster,Lancaster,Lancaster L.A. County Neighborhood (V5),102.3996735,standalone-city,,42.01023039,42.12985229,2.795602066,0.112038923,0.09812855,0.066907263
la-puente,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),la-puente,La Puente,La Puente L.A. County Neighborhood (V5),3.486849955,standalone-city,,39.27356906,39.599617,1.591275849,0.134272784,0.127124041,0.074183661
larchmont,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),larchmont,Larchmont,Larchmont L.A. County Neighborhood (V5),0.486332165,segment-of-a-city,,37.42956472,37.14339828,1.24947223,0.117300637,0.117768958,0.054313079
la-verne,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),la-verne,La Verne,La Verne L.A. County Neighborhood (V5),8.572950189,standalone-city,,36.7334671,37.18655014,2.548804773,0.151682847,0.147851929,0.077789942
lawndale,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),lawndale,Lawndale,Lawndale L.A. County Neighborhood (V5),1.968465235,standalone-city,,35.63617942,35.73973083,0.70670259,0.091807838,0.08611542,0.05151507
leimert-park,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),leimert-park,Leimert Park,Leimert Park L.A. County Neighborhood (V5),1.192529974,segment-of-a-city,,37.47677927,37.45375824,1.062311692,0.120569503,0.122036219,0.046139365
lennox,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),lennox,Lennox,Lennox L.A. County Neighborhood (V5),1.064615677,unincorporated-area,,35.6667875,35.85528564,1.075213831,0.091249594,0.088088088,0.051272285
leona-valley,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),leona-valley,Leona Valley,Leona Valley L.A. County Neighborhood (V5),15.32835887,unincorporated-area,,42.19772122,42.97938538,4.160988072,0.158026155,0.154858246,0.036241831
lincoln-heights,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),lincoln-heights,Lincoln Heights,Lincoln Heights L.A. County Neighborhood (V5),2.510553937,segment-of-a-city,,38.47689264,38.69855118,1.475407621,0.082031577,0.070174262,0.056407645
littlerock,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),littlerock,Littlerock,Littlerock L.A. County Neighborhood (V5),1.812873101,unincorporated-area,,44.76710257,44.84024429,1.692982151,0.109675134,0.099645041,0.044279388
lomita,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),lomita,Lomita,Lomita L.A. County Neighborhood (V5),1.917182015,standalone-city,,37.24904888,37.41500092,0.927162066,0.115779643,0.11609371,0.053568654
long-beach,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),long-beach,Long Beach,Long Beach L.A. County Neighborhood (V5),52.10036732,standalone-city,,34.7761322,35.18447876,2.322987391,0.114537957,0.107066654,0.08418392
lopezkagel-canyons,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),lopezkagel-canyons,Lopez/Kagel Canyons,Lopez/Kagel Canyons L.A. County Neighborhood (V5),3.574419413,unincorporated-area,,38.88666221,39.08607864,1.965931056,0.146149014,0.14663814,0.030524397
los-feliz,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),los-feliz,Los Feliz,Los Feliz L.A. County Neighborhood (V5),2.607955098,segment-of-a-city,,35.83900515,35.80733109,2.195114802,0.152280801,0.150388107,0.066665943
lynwood,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),lynwood,Lynwood,Lynwood L.A. County Neighborhood (V5),4.900226983,standalone-city,,37.65319897,37.713974,0.947463023,0.108624809,0.111115664,0.055218253
malibu,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),malibu,Malibu,Malibu L.A. County Neighborhood (V5),19.88633108,standalone-city,,31.15697382,31.21579361,2.142047208,0.193174801,0.183267057,0.067561422
manchester-square,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),manchester-square,Manchester Square,Manchester Square L.A. County Neighborhood (V5),1.012641265,segment-of-a-city,,38.04546266,38.16651154,0.908489662,0.102579371,0.104978755,0.033866034
manhattan-beach,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),manhattan-beach,Manhattan Beach,Manhattan Beach L.A. County Neighborhood (V5),3.970714343,standalone-city,,32.18640379,32.29964066,1.191826303,0.122198426,0.119867057,0.06691961
marina-del-rey,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),marina-del-rey,Marina del Rey,Marina del Rey L.A. County Neighborhood (V5),1.454771686,unincorporated-area,,29.38955844,29.56228447,2.967049202,0.052056474,0.048043817,0.076046745
mar-vista,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),mar-vista,Mar Vista,Mar Vista L.A. County Neighborhood (V5),2.895253856,segment-of-a-city,,34.23443182,34.15065384,0.763758946,0.150166443,0.153097272,0.055888571
mayflower-village,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),mayflower-village,Mayflower Village,Mayflower Village L.A. County Neighborhood (V5),1.2153793,unincorporated-area,,38.40502943,38.41036224,0.687276166,0.150263711,0.148688287,0.046847959
maywood,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),maywood,Maywood,Maywood L.A. County Neighborhood (V5),1.18806819,standalone-city,,39.2627846,39.2518158,0.686277319,0.091156702,0.09309262,0.044316632
mid-city,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),mid-city,Mid-City,Mid-City L.A. County Neighborhood (V5),3.46810948,segment-of-a-city,,36.75208255,36.72843552,0.903432031,0.108236324,0.107630685,0.048768401
mid-wilshire,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),mid-wilshire,Mid-Wilshire,Mid-Wilshire L.A. County Neighborhood (V5),2.781168985,segment-of-a-city,,36.17055257,36.26218796,1.359662032,0.131665835,0.130262643,0.063685637
mission-hills,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),mission-hills,Mission Hills,Mission Hills L.A. County Neighborhood (V5),3.187497589,segment-of-a-city,,38.97655033,39.43219376,1.727794676,0.139162882,0.125233188,0.083047027
monrovia,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),monrovia,Monrovia,Monrovia L.A. County Neighborhood (V5),13.92996197,standalone-city,,32.76508203,32.19874191,4.296081224,0.202426576,0.205610842,0.077618047
montebello,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),montebello,Montebello,Montebello L.A. County Neighborhood (V5),8.454300038,standalone-city,,37.97035147,38.35264969,1.939454961,0.115555319,0.10826163,0.077353525
montecito-heights,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),montecito-heights,Montecito Heights,Montecito Heights L.A. County Neighborhood (V5),2.409644225,segment-of-a-city,,36.17031577,36.08826828,1.97343442,0.149722507,0.147414967,0.048607842
monterey-park,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),monterey-park,Monterey Park,Monterey Park L.A. County Neighborhood (V5),7.660885387,standalone-city,,38.12920257,38.46591187,1.609534241,0.116350798,0.110793345,0.055477047
mount-washington,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),mount-washington,Mount Washington,Mount Washington L.A. County Neighborhood (V5),1.850403893,segment-of-a-city,,35.92149662,35.83785248,1.543996234,0.16836987,0.165984586,0.043308372
northeast-antelope-valley,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),northeast-antelope-valley,Northeast Antelope Valley,Northeast Antelope Valley L.A. County Neighborhood (V5),441.9756417,unincorporated-area,,44.05074495,44.46475983,2.220612779,0.084222131,0.078960225,0.046890483
north-el-monte,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),north-el-monte,North El Monte,North El Monte L.A. County Neighborhood (V5),0.426770341,unincorporated-area,,38.48394848,38.61215973,0.731914325,0.149201406,0.143622994,0.057114652
north-hills,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),north-hills,North Hills,North Hills L.A. County Neighborhood (V5),5.308118012,segment-of-a-city,,39.60814162,39.54454041,1.176111634,0.129090273,0.130228534,0.056649207
north-hollywood,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),north-hollywood,North Hollywood,North Hollywood L.A. County Neighborhood (V5),5.869115469,segment-of-a-city,,39.01365886,39.13497162,1.589746929,0.101053127,0.093402967,0.065681106
northridge,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),northridge,Northridge,Northridge L.A. County Neighborhood (V5),9.467487439,segment-of-a-city,,39.03292129,38.9158783,1.658046037,0.15066036,0.15302968,0.068595655
northwest-antelope-valley,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),northwest-antelope-valley,Northwest Antelope Valley,Northwest Antelope Valley L.A. County Neighborhood (V5),213.8584606,unincorporated-area,,39.4084668,39.7647171,3.031176328,0.128455902,0.125618652,0.035964015
northwest-palmdale,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),northwest-palmdale,Northwest Palmdale,Northwest Palmdale L.A. County Neighborhood (V5),5.785329398,unincorporated-area,,44.56917762,44.65467072,1.250105366,0.121434991,0.114248283,0.037765587
north-whittier,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),north-whittier,North Whittier,North Whittier L.A. County Neighborhood (V5),5.459939698,unincorporated-area,,33.25116309,33.03929901,2.330474015,0.178035971,0.149962693,0.08823613
norwalk,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),norwalk,Norwalk,Norwalk L.A. County Neighborhood (V5),9.763759386,standalone-city,,37.45903432,37.62371063,1.086255741,0.114856476,0.110592477,0.065871158
pacific-palisades,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),pacific-palisades,Pacific Palisades,Pacific Palisades L.A. County Neighborhood (V5),22.83760138,segment-of-a-city,,29.97690411,29.94206429,1.956960328,0.202805495,0.196927547,0.05468753
pacoima,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),pacoima,Pacoima,Pacoima L.A. County Neighborhood (V5),7.137553957,segment-of-a-city,,40.15408575,40.32621384,1.22330793,0.093024864,0.091697477,0.053575577
palmdale,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),palmdale,Palmdale,Palmdale L.A. County Neighborhood (V5),134.4176815,standalone-city,,43.98990028,44.93395615,3.728084283,0.110762511,0.09024711,0.07736565
palms,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),palms,Palms,Palms L.A. County Neighborhood (V5),1.945359016,segment-of-a-city,,35.67473776,35.78116608,0.937083694,0.103739649,0.094140835,0.058416147
palos-verdes-estates,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),palos-verdes-estates,Palos Verdes Estates,Palos Verdes Estates L.A. County Neighborhood (V5),4.727204079,standalone-city,,29.74454216,29.98774147,1.960924566,0.220506966,0.216616362,0.072542084
panorama-city,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),panorama-city,Panorama City,Panorama City L.A. County Neighborhood (V5),3.647995715,segment-of-a-city,,40.11753993,39.98875427,1.014887819,0.101187844,0.103899054,0.051001225
paramount,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),paramount,Paramount,Paramount L.A. County Neighborhood (V5),4.854627177,standalone-city,,37.36290352,37.49250031,1.289507451,0.096893252,0.090028897,0.062093359
pasadena,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),pasadena,Pasadena,Pasadena L.A. County Neighborhood (V5),25.1460637,standalone-city,,35.22623605,35.58039474,2.51592843,0.17048157,0.169378042,0.079558522
pico-rivera,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),pico-rivera,Pico Rivera,Pico Rivera L.A. County Neighborhood (V5),8.786882889,standalone-city,,38.5904422,38.4680481,1.572084766,0.120225378,0.117463432,0.066030534
pico-robertson,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),pico-robertson,Pico-Robertson,Pico-Robertson L.A. County Neighborhood (V5),1.031556447,segment-of-a-city,,36.03969014,36.1089325,0.896369935,0.114619896,0.114511475,0.052017448
pico-union,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),pico-union,Pico-Union,Pico-Union L.A. County Neighborhood (V5),1.669468887,segment-of-a-city,,39.17052591,39.30701828,0.917866889,0.073036784,0.063752592,0.049242824
playa-del-rey,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),playa-del-rey,Playa del Rey,Playa del Rey L.A. County Neighborhood (V5),2.754293106,segment-of-a-city,,32.26043124,32.61748886,2.128382923,0.103792188,0.099441923,0.067469031
playa-vista,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),playa-vista,Playa Vista,Playa Vista L.A. County Neighborhood (V5),1.299291765,segment-of-a-city,,32.89175082,32.7671814,1.520771929,0.103435901,0.093069367,0.06568685
pomona,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),pomona,Pomona,Pomona L.A. County Neighborhood (V5),22.92038585,standalone-city,,39.00986754,39.34733963,1.863929687,0.127728071,0.121834517,0.074703659
porter-ranch,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),porter-ranch,Porter Ranch,Porter Ranch L.A. County Neighborhood (V5),5.586169659,segment-of-a-city,,37.30509302,37.34392166,1.415535175,0.174158286,0.16377151,0.069792792
quartz-hill,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),quartz-hill,Quartz Hill,Quartz Hill L.A. County Neighborhood (V5),3.778774334,unincorporated-area,,42.15545403,42.03836823,1.618804035,0.134327566,0.124671012,0.049817424
ramona,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),ramona,Ramona,Ramona L.A. County Neighborhood (V5),3.612575053,unincorporated-area,,35.7561025,35.25675201,2.41959626,0.184402708,0.169445217,0.087916647
rancho-dominguez,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),rancho-dominguez,Rancho Dominguez,Rancho Dominguez L.A. County Neighborhood (V5),2.666427561,unincorporated-area,,38.34950164,38.37616348,1.863813089,0.066262847,0.04906204,0.057681888
rancho-palos-verdes,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),rancho-palos-verdes,Rancho Palos Verdes,Rancho Palos Verdes L.A. County Neighborhood (V5),13.39404787,standalone-city,,32.68239264,32.62643051,2.140018898,0.192102966,0.182007357,0.069819539
rancho-park,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),rancho-park,Rancho Park,Rancho Park L.A. County Neighborhood (V5),0.599121036,segment-of-a-city,,34.38618946,34.34485626,0.811913202,0.147775859,0.155159205,0.059382007
redondo-beach,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),redondo-beach,Redondo Beach,Redondo Beach L.A. County Neighborhood (V5),6.245558821,standalone-city,,33.19460532,33.35528564,1.472736326,0.106408284,0.100161597,0.058160087
reseda,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),reseda,Reseda,Reseda L.A. County Neighborhood (V5),5.865490892,segment-of-a-city,,39.90437602,39.9084816,1.147027091,0.145588796,0.147590995,0.059075011
ridge-route,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),ridge-route,Ridge Route,Ridge Route L.A. County Neighborhood (V5),292.6732068,unincorporated-area,,35.22667029,35.17571259,4.255227479,0.165667488,0.158500239,0.059817349
rolling-hills-estates,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),rolling-hills-estates,Rolling Hills Estates,Rolling Hills Estates L.A. County Neighborhood (V5),3.814348021,standalone-city,,33.95880208,33.61504745,2.400599206,0.214516528,0.209988296,0.080193606
rolling-hills,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),rolling-hills,Rolling Hills,Rolling Hills L.A. County Neighborhood (V5),3.602126313,standalone-city,,31.91579392,31.9495182,1.587143661,0.233131958,0.232965603,0.057641877
rosemead,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),rosemead,Rosemead,Rosemead L.A. County Neighborhood (V5),5.15664047,standalone-city,,38.66023517,38.85625458,1.116273844,0.111897241,0.105529293,0.060083167
rowland-heights,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),rowland-heights,Rowland Heights,Rowland Heights L.A. County Neighborhood (V5),13.18534886,unincorporated-area,,36.79135105,36.82148743,2.274431293,0.143574311,0.135594368,0.057817669
san-dimas,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),san-dimas,San Dimas,San Dimas L.A. County Neighborhood (V5),15.62820379,standalone-city,,36.11988103,36.40874481,2.883210357,0.155876165,0.149904028,0.075153683
san-fernando,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),san-fernando,San Fernando,San Fernando L.A. County Neighborhood (V5),2.387760634,standalone-city,,40.07780583,39.97819519,1.073473846,0.11503368,0.11600472,0.058776771
san-gabriel,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),san-gabriel,San Gabriel,San Gabriel L.A. County Neighborhood (V5),4.166896735,standalone-city,,37.78840417,38.41891098,1.93349972,0.13939973,0.125704616,0.087783893
san-marino,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),san-marino,San Marino,San Marino L.A. County Neighborhood (V5),3.784169336,standalone-city,,33.95307166,33.99595642,1.703210808,0.219147534,0.217000782,0.062724478
san-pasqual,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),san-pasqual,San Pasqual,San Pasqual L.A. County Neighborhood (V5),0.259126738,unincorporated-area,,35.99592769,35.8781662,1.164205709,0.183417147,0.188257158,0.047912218
san-pedro,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),san-pedro,San Pedro,San Pedro L.A. County Neighborhood (V5),12.0587182,segment-of-a-city,,34.14840407,34.21910095,2.338257499,0.101243683,0.095044129,0.072469583
santa-clarita,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),santa-clarita,Santa Clarita,Santa Clarita L.A. County Neighborhood (V5),57.35137877,standalone-city,,39.77796719,39.91693497,2.553495306,0.151995695,0.143682688,0.067505559
santa-fe-springs,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),santa-fe-springs,Santa Fe Springs,Santa Fe Springs L.A. County Neighborhood (V5),8.855451591,standalone-city,,38.45575489,38.50222397,1.614870017,0.073713364,0.055385113,0.063724314
santa-monica,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),santa-monica,Santa Monica,Santa Monica L.A. County Neighborhood (V5),8.56505645,standalone-city,,33.31465294,33.53517914,1.679165651,0.127257387,0.117590219,0.075465359
sawtelle,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),sawtelle,Sawtelle,Sawtelle L.A. County Neighborhood (V5),2.691180945,segment-of-a-city,,35.33651021,35.35305405,1.070737391,0.099928417,0.089480788,0.059834352
sepulveda-basin,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),sepulveda-basin,Sepulveda Basin,Sepulveda Basin L.A. County Neighborhood (V5),3.136558653,segment-of-a-city,,36.45183377,36.34905624,2.953875017,0.233036556,0.195069835,0.13296699
shadow-hills,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),shadow-hills,Shadow Hills,Shadow Hills L.A. County Neighborhood (V5),12.80687163,segment-of-a-city,,38.09866481,38.17079163,2.528020541,0.138489635,0.131128177,0.051175452
sherman-oaks,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),sherman-oaks,Sherman Oaks,Sherman Oaks L.A. County Neighborhood (V5),9.14693779,segment-of-a-city,,35.80262868,36.37184906,2.303589563,0.163204811,0.165496707,0.06737623
sierra-madre,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),sierra-madre,Sierra Madre,Sierra Madre L.A. County Neighborhood (V5),2.968793742,standalone-city,,34.79859622,34.83786774,1.814759236,0.189809087,0.1893996,0.047006153
signal-hill,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),signal-hill,Signal Hill,Signal Hill L.A. County Neighborhood (V5),2.223395518,standalone-city,,35.89937375,36.0186348,1.222118517,0.088341208,0.080540188,0.054364758
silver-lake,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),silver-lake,Silver Lake,Silver Lake L.A. County Neighborhood (V5),2.749106009,segment-of-a-city,,35.33189353,35.6655426,2.152347122,0.133381039,0.137237325,0.066174035
south-diamond-bar,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),south-diamond-bar,South Diamond Bar,South Diamond Bar L.A. County Neighborhood (V5),5.34934511,unincorporated-area,,35.14156847,34.94985199,2.076620214,0.151590964,0.148121521,0.030789856
southeast-antelope-valley,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),southeast-antelope-valley,Southeast Antelope Valley,Southeast Antelope Valley L.A. County Neighborhood (V5),192.9604651,unincorporated-area,,39.85823329,41.30844116,4.975483121,0.126985124,0.112497069,0.054738464
south-el-monte,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),south-el-monte,South El Monte,South El Monte L.A. County Neighborhood (V5),2.927779691,standalone-city,,39.15056712,39.09458542,1.250786849,0.085860178,0.070787802,0.060651241
south-gate,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),south-gate,South Gate,South Gate L.A. County Neighborhood (V5),7.448373115,standalone-city,,37.96849794,38.08940887,1.286570409,0.10336274,0.099287607,0.068006528
south-park,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),south-park,South Park,South Park L.A. County Neighborhood (V5),1.409351761,segment-of-a-city,,39.18815924,39.24969482,0.590790432,0.083070708,0.081058837,0.040410606
south-pasadena,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),south-pasadena,South Pasadena,South Pasadena L.A. County Neighborhood (V5),3.416418904,standalone-city,,35.22576172,35.31147766,1.710829838,0.172275055,0.168925315,0.068227234
south-san-gabriel,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),south-san-gabriel,South San Gabriel,South San Gabriel L.A. County Neighborhood (V5),1.419002523,unincorporated-area,,36.95603759,37.40208054,1.843522585,0.183185863,0.148967758,0.104779871
south-san-jose-hills,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),south-san-jose-hills,South San Jose Hills,South San Jose Hills L.A. County Neighborhood (V5),1.484450282,unincorporated-area,,39.41139393,39.62714767,1.272063008,0.126730394,0.122958325,0.057931932
south-whittier,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),south-whittier,South Whittier,South Whittier L.A. County Neighborhood (V5),5.37231812,unincorporated-area,,37.5962185,37.84710693,1.232067025,0.141488727,0.133929089,0.065725526
stevenson-ranch,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),stevenson-ranch,Stevenson Ranch,Stevenson Ranch L.A. County Neighborhood (V5),3.11369076,unincorporated-area,,37.9349645,37.64520645,1.511654387,0.202426635,0.184188589,0.081787643
studio-city,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),studio-city,Studio City,Studio City L.A. County Neighborhood (V5),6.307925243,segment-of-a-city,,34.55154932,34.76755524,2.100643557,0.166859434,0.170556694,0.068536758
sunland,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),sunland,Sunland,Sunland L.A. County Neighborhood (V5),4.004117355,segment-of-a-city,,38.3713701,38.45950317,1.615531997,0.149619781,0.143127456,0.065354644
sun-valley,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),sun-valley,Sun Valley,Sun Valley L.A. County Neighborhood (V5),9.423924198,segment-of-a-city,,39.78830009,39.80278778,1.18761493,0.087497289,0.083854519,0.051705502
sun-village,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),sun-village,Sun Village,Sun Village L.A. County Neighborhood (V5),10.22907644,unincorporated-area,,44.62258284,44.63630295,1.506016746,0.109949928,0.096190304,0.047715585
sylmar,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),sylmar,Sylmar,Sylmar L.A. County Neighborhood (V5),12.45638753,segment-of-a-city,,38.97222271,39.23270416,1.694261708,0.133810576,0.132266447,0.060919366
tarzana,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),tarzana,Tarzana,Tarzana L.A. County Neighborhood (V5),8.790901616,segment-of-a-city,,36.25394379,36.26218796,2.625618621,0.184999561,0.176645637,0.076903928
temple-city,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),temple-city,Temple City,Temple City L.A. County Neighborhood (V5),3.979992282,standalone-city,,38.38329461,38.3654747,0.791122714,0.134835299,0.133925468,0.052383772
toluca-lake,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),toluca-lake,Toluca Lake,Toluca Lake L.A. County Neighborhood (V5),1.217227768,segment-of-a-city,,35.23080334,35.53889084,2.255078483,0.198106125,0.174442276,0.126926301
topanga,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),topanga,Topanga,Topanga L.A. County Neighborhood (V5),19.23796825,unincorporated-area,,31.77360106,31.6378479,2.922321757,0.191547852,0.186372116,0.049913638
torrance,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),torrance,Torrance,Torrance L.A. County Neighborhood (V5),20.58324002,standalone-city,,35.45641731,35.39680481,1.837322933,0.114882413,0.11271292,0.064499233
tujunga-canyons,L.A. County Neighborhoods (V5),L.A. County Neighborhood (V5),tujunga-canyons,Tujunga Canyons,Tujunga Canyons L.A. County Neighborhood (V5),229.8933738,unincorporated-area,,37.17833048,37.30944443,4.32563612,0.17446547,0.167854726,0.049532366
